fixture_key,model_family,model_id,actual_outcome,predicted_outcome,p_home,p_draw,p_away,p_actual,hda_log_loss,hda_brier_score,top1_correct,expected_home_goals,expected_away_goals,goal_mae
epl-mw01-01,dynamic-dixon-coles,dynamic-dixon-coles-incumbent-2026-27-v1,H,H,0.662607510896,0.220254525781,0.117137963323,0.662607510896,0.41157245369,0.176067050282,1,1.992380116322,0.629440086781,0.81852998523
epl-mw01-02,dynamic-dixon-coles,dynamic-dixon-coles-incumbent-2026-27-v1,H,A,0.264915709092,0.254872030844,0.480212260064,0.264915709092,1.328343582493,0.835912481562,0,1.200903469183,1.74385493054,1.271475730679
epl-mw01-03,dynamic-dixon-coles,dynamic-dixon-coles-incumbent-2026-27-v1,H,H,0.448113910476,0.283843205171,0.268042884353,0.448113910476,0.802707814432,0.456992208785,1,1.434313883676,1.01774536073,0.791715738527
epl-mw01-04,dynamic-dixon-coles,dynamic-dixon-coles-incumbent-2026-27-v1,H,H,0.39097581854,0.291273322523,0.317750858937,0.39097581854,0.939109566074,0.556716210371,1,1.293104019413,1.125442003759,0.416168992173
epl-mw01-05,dynamic-dixon-coles,dynamic-dixon-coles-incumbent-2026-27-v1,A,H,0.453875367477,0.277517143824,0.268607488699,0.268607488699,1.314504114794,0.817953619906,0,1.494160857228,1.057610897014,0.775885877121
epl-mw01-06,dynamic-dixon-coles,dynamic-dixon-coles-incumbent-2026-27-v1,H,H,0.505365325376,0.258044394951,0.236590279673,0.505365325376,0.682473694659,0.367225331541,1,1.71979778017,1.057309179212,1.168755699521
epl-mw01-07,dynamic-dixon-coles,dynamic-dixon-coles-incumbent-2026-27-v1,H,H,0.400421757708,0.274211364975,0.325366877317,0.400421757708,0.915236893088,0.540549546167,1,1.445663963765,1.26469207492,1.909514055577
epl-mw01-08,dynamic-dixon-coles,dynamic-dixon-coles-incumbent-2026-27-v1,H,H,0.557660441519,0.246371091756,0.195968466725,0.557660441519,0.584005029572,0.294766639801,1,1.842521491215,0.941039188894,0.108219659945
epl-mw01-09,dynamic-dixon-coles,dynamic-dixon-coles-incumbent-2026-27-v1,D,A,0.367762415915,0.249214723736,0.383022860349,0.249214723736,1.3894404098,0.845634237164,0,1.614320935223,1.654411611114,0.365633726831
epl-mw01-10,dynamic-dixon-coles,dynamic-dixon-coles-incumbent-2026-27-v1,A,H,0.386959175798,0.28972332154,0.323317502663,0.323317502663,1.129120458189,0.691576208981,0,1.296853060314,1.150386577342,1.276380181172
epl-mw01-01,elo-poisson,fixed-elo-neutral-reentry-poisson-v1,H,H,0.759452852782,0.15189370479,0.088653442428,0.759452852782,0.275157035527,0.088794060444,1,2.51125731345,0.739390716041,0.614066701296
epl-mw01-02,elo-poisson,fixed-elo-neutral-reentry-poisson-v1,H,A,0.239798146765,0.24222906481,0.517972788425,0.239798146765,1.427957764669,0.904877587048,0,1.061662211758,1.679405746346,1.308871767294
epl-mw01-03,elo-poisson,fixed-elo-neutral-reentry-poisson-v1,H,H,0.439179550716,0.254656120719,0.306164328565,0.439179550716,0.822846950171,0.47310591224,1,1.499086091954,1.208865047067,0.854889477556
epl-mw01-04,elo-poisson,fixed-elo-neutral-reentry-poisson-v1,H,A,0.340977924969,0.258408179773,0.400613895258,0.340977924969,1.075937539955,0.661576375825,0,1.278046955916,1.407317960854,0.564635502469
epl-mw01-05,elo-poisson,fixed-elo-neutral-reentry-poisson-v1,A,H,0.459838898831,0.251890512881,0.288270588288,0.288270588288,1.243855697272,0.781459398853,0,1.548253594089,1.1722571509,0.860255372495
epl-mw01-06,elo-poisson,fixed-elo-neutral-reentry-poisson-v1,H,H,0.521946297172,0.239964935229,0.238088767598,0.521946297172,0.650190575372,0.342804774183,1,1.704078702797,1.069887978903,1.182904638053
epl-mw01-07,elo-poisson,fixed-elo-neutral-reentry-poisson-v1,H,H,0.380306128675,0.259103404723,0.360590466602,0.380306128675,0.966778748809,0.581180553102,1,1.36479637281,1.321951312175,1.978577469682
epl-mw01-08,elo-poisson,fixed-elo-neutral-reentry-poisson-v1,H,H,0.568248559061,0.227818679984,0.203932760954,0.568248559061,0.565196352001,0.279899228693,1,1.83017160754,0.999533523108,0.085147434676
epl-mw01-09,elo-poisson,fixed-elo-neutral-reentry-poisson-v1,D,A,0.34762329384,0.258908429417,0.393468276743,0.258908429417,1.351280834173,0.824875955213,0,1.29259370538,1.39222257862,0.657591858
epl-mw01-10,elo-poisson,fixed-elo-neutral-reentry-poisson-v1,A,H,0.408261456765,0.257581791801,0.334156751434,0.334156751434,1.096145080428,0.676373028207,0,1.427494212012,1.266567562315,1.152969112837
